time	ignal 0	ignal 1
  3.436	  0.025	 -0.250
  3.440	  0.040	 -0.265
  3.444	  0.020	 -0.260
  3.448	  0.050	 -0.250
  3.452	  0.050	 -0.270
  3.456	  0.020	 -0.270
  3.460	  0.030	 -0.280
  3.464	  0.035	 -0.285
  3.468	  0.035	 -0.275
  3.472	  0.040	 -0.280
  3.476	  0.040	 -0.270
  3.480	  0.040	 -0.280
  3.484	  0.035	 -0.260
  3.488	  0.030	 -0.285
  3.492	  0.005	 -0.265
  3.496	  0.020	 -0.250
  3.500	  0.020	 -0.255
  3.504	  0.020	 -0.260
  3.508	  0.025	 -0.260
  3.512	  0.035	 -0.250
  3.516	  0.030	 -0.270
  3.520	  0.025	 -0.260
  3.524	  0.030	 -0.260
  3.528	  0.050	 -0.255
  3.532	  0.015	 -0.265
  3.536	  0.035	 -0.265
  3.540	  0.015	 -0.250
  3.544	  0.010	 -0.265
  3.548	  0.030	 -0.255
  3.552	  0.035	 -0.260
  3.556	  0.010	 -0.265
  3.560	  0.040	 -0.275
  3.564	  0.025	 -0.265
  3.568	  0.040	 -0.240
  3.572	  0.025	 -0.245
  3.576	  0.025	 -0.220
  3.580	  0.025	 -0.215
  3.584	  0.025	 -0.165
  3.588	  0.025	 -0.140
  3.592	  0.045	 -0.105
  3.596	  0.025	 -0.080
  3.600	  0.035	 -0.075
  3.604	  0.060	 -0.075
  3.608	  0.065	 -0.050
  3.612	  0.110	 -0.065
  3.616	  0.130	 -0.070
  3.620	  0.115	 -0.090
  3.624	  0.155	 -0.070
  3.628	  0.155	 -0.070
  3.632	  0.135	 -0.065
  3.636	  0.150	 -0.080
  3.640	  0.100	 -0.065
  3.644	  0.075	 -0.070
  3.648	  0.080	 -0.120
  3.652	  0.070	 -0.160
  3.656	  0.040	 -0.190
  3.660	  0.025	 -0.210
  3.664	 -0.005	 -0.190
  3.668	 -0.030	 -0.190
  3.672	 -0.035	 -0.160
  3.676	 -0.045	 -0.165
  3.680	 -0.025	 -0.180
  3.684	 -0.030	 -0.175
  3.688	 -0.020	 -0.185
  3.692	 -0.010	 -0.210
  3.696	 -0.010	 -0.205
  3.700	  0.015	 -0.235
  3.704	  0.020	 -0.240
  3.708	  0.020	 -0.250
  3.712	  0.015	 -0.250
  3.716	  0.050	 -0.275
  3.720	  0.045	 -0.270
  3.724	  0.075	 -0.270
  3.728	  0.060	 -0.265
  3.732	  0.065	 -0.255
  3.736	  0.050	 -0.260
  3.740	  0.050	 -0.255
  3.744	  0.055	 -0.250
  3.748	  0.055	 -0.255
  3.752	  0.060	 -0.260
  3.756	  0.050	 -0.235
  3.760	  0.060	 -0.240
  3.764	  0.045	 -0.240
  3.768	  0.035	 -0.245
  3.772	  0.035	 -0.215
  3.776	  0.045	 -0.200
  3.780	  0.040	 -0.170
  3.784	  0.040	 -0.125
  3.788	  0.040	 -0.115
  3.792	  0.030	 -0.055
  3.796	  0.040	  0.080
  3.800	  0.040	  0.345
  3.804	  0.050	  0.630
  3.808	  0.100	  0.830
  3.812	  0.095	  0.965
  3.816	  0.065	  1.005
  3.820	  0.005	  0.965
  3.824	 -0.005	  0.790
  3.828	 -0.060	  0.485
  3.832	 -0.225	  0.150
  3.836	 -0.485	 -0.080
  3.840	 -0.825	  0.050
  3.844	 -1.185	  0.250
  3.848	 -1.395	  0.195
  3.852	 -1.485	 -0.075
  3.856	 -1.470	 -0.355
  3.860	 -1.255	 -0.575
  3.864	 -0.825	 -0.660
  3.868	 -0.395	 -0.670
  3.872	 -0.150	 -0.610
  3.876	 -0.060	 -0.490
  3.880	 -0.060	 -0.425
  3.884	 -0.090	 -0.380
  3.888	 -0.080	 -0.400
  3.892	 -0.085	 -0.370
  3.896	 -0.050	 -0.375
  3.900	 -0.005	 -0.385
  3.904	  0.045	 -0.375
  3.908	  0.100	 -0.375
  3.912	  0.110	 -0.375
  3.916	  0.140	 -0.380
  3.920	  0.135	 -0.375
  3.924	  0.135	 -0.375
  3.928	  0.165	 -0.370
  3.932	  0.155	 -0.380
  3.936	  0.145	 -0.390
  3.940	  0.155	 -0.380
  3.944	  0.155	 -0.355
  3.948	  0.155	 -0.385
  3.952	  0.150	 -0.370
  3.956	  0.150	 -0.370
  3.960	  0.150	 -0.380
  3.964	  0.165	 -0.380
  3.968	  0.170	 -0.355
  3.972	  0.165	 -0.375
  3.976	  0.160	 -0.350
  3.980	  0.150	 -0.375
  3.984	  0.175	 -0.370
  3.988	  0.155	 -0.380
  3.992	  0.170	 -0.375
  3.996	  0.155	 -0.380
  4.000	  0.150	 -0.365
  4.004	  0.145	 -0.380
  4.008	  0.140	 -0.390
  4.012	  0.140	 -0.395
  4.016	  0.170	 -0.395
  4.020	  0.155	 -0.410
  4.024	  0.170	 -0.405
  4.028	  0.145	 -0.400
  4.032	  0.145	 -0.410
  4.036	  0.140	 -0.395
  4.040	  0.140	 -0.395
  4.044	  0.170	 -0.425
  4.048	  0.145	 -0.410
  4.052	  0.145	 -0.415
  4.056	  0.140	 -0.400
  4.060	  0.125	 -0.395
  4.064	  0.120	 -0.405
  4.068	  0.130	 -0.400
  4.072	  0.115	 -0.405
  4.076	  0.115	 -0.385
  4.080	  0.125	 -0.375
  4.084	  0.120	 -0.355
  4.088	  0.120	 -0.335
  4.092	  0.120	 -0.325
  4.096	  0.110	 -0.320
  4.100	  0.110	 -0.305
  4.104	  0.095	 -0.275
  4.108	  0.080	 -0.270
  4.112	  0.070	 -0.255
  4.116	  0.055	 -0.240
  4.120	  0.055	 -0.235
  4.124	  0.070	 -0.230
  4.128	  0.025	 -0.215
  4.132	  0.035	 -0.215
  4.136	  0.020	 -0.195
  4.140	  0.025	 -0.215
  4.144	  0.015	 -0.205
  4.148	  0.035	 -0.200
  4.152	  0.015	 -0.205
  4.156	  0.015	 -0.200
  4.160	  0.000	 -0.200
  4.164	  0.020	 -0.225
  4.168	  0.010	 -0.210
  4.172	  0.005	 -0.220
  4.176	  0.015	 -0.220
  4.180	  0.005	 -0.220
  4.184	 -0.005	 -0.225
  4.188	  0.000	 -0.230
  4.192	  0.010	 -0.210
  4.196	  0.015	 -0.220
  4.200	  0.010	 -0.220
  4.204	  0.025	 -0.245
  4.208	  0.015	 -0.235
  4.212	  0.015	 -0.250
  4.216	  0.025	 -0.255
  4.220	  0.025	 -0.250
  4.224	  0.040	 -0.240
  4.228	  0.020	 -0.245
  4.232	  0.040	 -0.255
  4.236	  0.025	 -0.265
  4.240	  0.040	 -0.260
  4.244	  0.040	 -0.260
  4.248	  0.035	 -0.260
  4.252	  0.035	 -0.265
  4.256	  0.035	 -0.260
  4.260	  0.055	 -0.270
  4.264	  0.055	 -0.265
  4.268	  0.055	 -0.285
  4.272	  0.060	 -0.265
  4.276	  0.075	 -0.255
  4.280	  0.065	 -0.265
  4.284	  0.065	 -0.260
  4.288	  0.040	 -0.250
  4.292	  0.040	 -0.255
  4.296	  0.055	 -0.255
  4.300	  0.065	 -0.250
  4.304	  0.055	 -0.270
  4.308	  0.045	 -0.260
  4.312	  0.040	 -0.285
  4.316	  0.035	 -0.280
  4.320	  0.040	 -0.280
  4.324	  0.055	 -0.290
  4.328	  0.050	 -0.285
  4.332	  0.045	 -0.290
  4.336	  0.055	 -0.280
  4.340	  0.035	 -0.285
  4.344	  0.025	 -0.275
  4.348	  0.035	 -0.280
  4.352	  0.020	 -0.280
  4.356	  0.020	 -0.295
  4.360	  0.010	 -0.285
  4.364	  0.025	 -0.290
  4.368	  0.035	 -0.285
  4.372	  0.025	 -0.275
  4.376	  0.020	 -0.280
  4.380	  0.030	 -0.285
  4.384	  0.020	 -0.280
  4.388	  0.000	 -0.285
  4.392	  0.000	 -0.290
  4.396	  0.010	 -0.270
  4.400	  0.000	 -0.280
  4.404	  0.010	 -0.275
  4.408	  0.025	 -0.290
  4.412	  0.020	 -0.275
  4.416	  0.015	 -0.280
  4.420	  0.010	 -0.275
  4.424	  0.030	 -0.265
  4.428	 -0.010	 -0.260
  4.432	  0.020	 -0.270
  4.436	  0.030	 -0.275
  4.440	  0.000	 -0.285
  4.444	  0.000	 -0.280
  4.448	  0.015	 -0.280
  4.452	  0.000	 -0.265
  4.456	  0.015	 -0.255
  4.460	  0.015	 -0.270
  4.464	  0.005	 -0.275
  4.468	  0.000	 -0.275
  4.472	  0.015	 -0.275
  4.476	  0.015	 -0.235
  4.480	  0.000	 -0.180
  4.484	  0.010	 -0.170
  4.488	  0.000	 -0.135
  4.492	  0.000	 -0.115
  4.496	  0.025	 -0.085
  4.500	  0.035	 -0.095
  4.504	  0.040	 -0.090
  4.508	  0.070	 -0.085
  4.512	  0.100	 -0.110
  4.516	  0.105	 -0.100
  4.520	  0.120	 -0.115
  4.524	  0.115	 -0.095
  4.528	  0.120	 -0.085
  4.532	  0.095	 -0.080
  4.536	  0.075	 -0.110
  4.540	  0.045	 -0.130
  4.544	  0.035	 -0.180
  4.548	  0.015	 -0.195
  4.552	  0.000	 -0.230
  4.556	 -0.040	 -0.230
  4.560	 -0.050	 -0.200
  4.564	 -0.035	 -0.190
  4.568	 -0.050	 -0.195
  4.572	 -0.080	 -0.190
  4.576	 -0.045	 -0.205
  4.580	 -0.040	 -0.220
  4.584	 -0.060	 -0.225
  4.588	 -0.040	 -0.230
  4.592	 -0.025	 -0.245
  4.596	  0.000	 -0.295
  4.600	 -0.020	 -0.290
  4.604	 -0.025	 -0.300
  4.608	 -0.025	 -0.310
  4.612	  0.015	 -0.290
  4.616	  0.045	 -0.300
  4.620	  0.040	 -0.310
  4.624	  0.040	 -0.285
  4.628	  0.020	 -0.280
  4.632	  0.005	 -0.275
  4.636	  0.025	 -0.275
  4.640	  0.035	 -0.270
  4.644	  0.055	 -0.270
  4.648	  0.045	 -0.265
  4.652	  0.030	 -0.265
  4.656	  0.035	 -0.240
  4.660	  0.025	 -0.235
  4.664	  0.030	 -0.255
  4.668	  0.025	 -0.235
  4.672	  0.050	 -0.190
  4.676	  0.030	 -0.150
  4.680	  0.010	 -0.130
  4.684	  0.020	 -0.100
  4.688	  0.025	  0.075
  4.692	  0.010	  0.345
  4.696	  0.035	  0.595
  4.700	  0.075	  0.780
  4.704	  0.065	  0.860
  4.708	  0.020	  0.885
  4.712	 -0.040	  0.800
  4.716	 -0.070	  0.580
  4.720	 -0.145	  0.250
  4.724	 -0.335	 -0.045
  4.728	 -0.645	 -0.025
  4.732	 -0.980	  0.175
  4.736	 -1.265	  0.230
  4.740	 -1.470	  0.010
  4.744	 -1.515	 -0.290
  4.748	 -1.385	 -0.520
  4.752	 -1.020	 -0.650
  4.756	 -0.545	 -0.690
  4.760	 -0.205	 -0.645
  4.764	 -0.080	 -0.545
  4.768	 -0.090	 -0.445
  4.772	 -0.110	 -0.420
  4.776	 -0.120	 -0.425
  4.780	 -0.125	 -0.420
  4.784	 -0.090	 -0.425
  4.788	 -0.040	 -0.415
  4.792	  0.020	 -0.410
  4.796	  0.065	 -0.430
  4.800	  0.095	 -0.410
  4.804	  0.125	 -0.400
  4.808	  0.110	 -0.420
  4.812	  0.105	 -0.410
  4.816	  0.100	 -0.415
  4.820	  0.110	 -0.400
  4.824	  0.095	 -0.400
  4.828	  0.120	 -0.390
  4.832	  0.135	 -0.390
  4.836	  0.150	 -0.390
  4.840	  0.135	 -0.380
  4.844	  0.135	 -0.400
  4.848	  0.140	 -0.410
  4.852	  0.140	 -0.400
  4.856	  0.140	 -0.405
  4.860	  0.145	 -0.400
  4.864	  0.140	 -0.415
  4.868	  0.140	 -0.425
  4.872	  0.115	 -0.420
  4.876	  0.145	 -0.430
  4.880	  0.160	 -0.425
  4.884	  0.135	 -0.415
  4.888	  0.130	 -0.425
  4.892	  0.130	 -0.415
  4.896	  0.125	 -0.435
  4.900	  0.120	 -0.440
  4.904	  0.085	 -0.430
  4.908	  0.115	 -0.440
  4.912	  0.120	 -0.440
  4.916	  0.125	 -0.440
  4.920	  0.115	 -0.440
  4.924	  0.120	 -0.445
  4.928	  0.090	 -0.445
  4.932	  0.110	 -0.440
  4.936	  0.090	 -0.420
  4.940	  0.085	 -0.435
  4.944	  0.090	 -0.440
  4.948	  0.090	 -0.440
  4.952	  0.090	 -0.445
  4.956	  0.080	 -0.440
  4.960	  0.090	 -0.410
  4.964	  0.100	 -0.390
  4.968	  0.090	 -0.375
  4.972	  0.085	 -0.370
  4.976	  0.075	 -0.345
  4.980	  0.060	 -0.335
  4.984	  0.060	 -0.305
  4.988	  0.060	 -0.300
  4.992	  0.060	 -0.280
  4.996	  0.020	 -0.295
  5.000	  0.005	 -0.290
  5.004	  0.005	 -0.275
  5.008	  0.005	 -0.250
  5.012	 -0.005	 -0.255
  5.016	  0.000	 -0.275
  5.020	 -0.020	 -0.270
  5.024	 -0.020	 -0.250
  5.028	 -0.020	 -0.230
  5.032	 -0.015	 -0.265
  5.036	 -0.030	 -0.245
  5.040	 -0.010	 -0.265
  5.044	 -0.035	 -0.270
  5.048	 -0.035	 -0.260
  5.052	 -0.025	 -0.265
  5.056	 -0.015	 -0.245
  5.060	 -0.020	 -0.265
  5.064	 -0.035	 -0.290
  5.068	 -0.035	 -0.275
  5.072	 -0.020	 -0.305
  5.076	 -0.025	 -0.295
  5.080	 -0.025	 -0.300
  5.084	 -0.035	 -0.295
  5.088	 -0.015	 -0.305
  5.092	 -0.020	 -0.320
  5.096	 -0.020	 -0.320
  5.100	 -0.010	 -0.310
  5.104	  0.000	 -0.315
  5.108	 -0.040	 -0.305
  5.112	 -0.030	 -0.315
  5.116	 -0.045	 -0.315
  5.120	 -0.025	 -0.320
  5.124	 -0.005	 -0.325
  5.128	 -0.020	 -0.330
  5.132	 -0.025	 -0.340
  5.136	 -0.010	 -0.325
  5.140	 -0.010	 -0.335
  5.144	 -0.025	 -0.320
  5.148	 -0.020	 -0.315
  5.152	 -0.035	 -0.330
  5.156	 -0.020	 -0.320
  5.160	 -0.010	 -0.300
  5.164	 -0.035	 -0.315
  5.168	 -0.010	 -0.330
  5.172	 -0.020	 -0.325
  5.176	 -0.025	 -0.320
  5.180	 -0.030	 -0.330
  5.184	 -0.020	 -0.310
  5.188	 -0.055	 -0.305
  5.192	 -0.025	 -0.310
  5.196	 -0.045	 -0.315
  5.200	 -0.045	 -0.310
  5.204	 -0.020	 -0.320
  5.208	 -0.045	 -0.330
  5.212	 -0.060	 -0.335
  5.216	 -0.065	 -0.320
  5.220	 -0.060	 -0.345
  5.224	 -0.050	 -0.330
  5.228	 -0.070	 -0.320
  5.232	 -0.060	 -0.320
  5.236	 -0.060	 -0.330
  5.240	 -0.045	 -0.315
  5.244	 -0.055	 -0.330
  5.248	 -0.070	 -0.330
  5.252	 -0.055	 -0.320
  5.256	 -0.065	 -0.315
  5.260	 -0.055	 -0.330
  5.264	 -0.045	 -0.315
  5.268	 -0.045	 -0.345
  5.272	 -0.070	 -0.310
  5.276	 -0.055	 -0.305
  5.280	 -0.075	 -0.305
  5.284	 -0.060	 -0.305
  5.288	 -0.065	 -0.315
  5.292	 -0.060	 -0.325
  5.296	 -0.070	 -0.310
  5.300	 -0.085	 -0.310
  5.304	 -0.075	 -0.340
  5.308	 -0.080	 -0.320
  5.312	 -0.070	 -0.310
  5.316	 -0.075	 -0.310
  5.320	 -0.070	 -0.300
  5.324	 -0.080	 -0.315
  5.328	 -0.080	 -0.315
  5.332	 -0.060	 -0.270
  5.336	 -0.065	 -0.215
  5.340	 -0.075	 -0.190
  5.344	 -0.080	 -0.160
  5.348	 -0.080	 -0.145
  5.352	 -0.075	 -0.155
  5.356	 -0.050	 -0.155
  5.360	 -0.020	 -0.145
  5.364	  0.005	 -0.150
  5.368	  0.000	 -0.160
  5.372	  0.020	 -0.165
  5.376	  0.015	 -0.155
  5.380	  0.025	 -0.140
  5.384	  0.010	 -0.145
  5.388	 -0.030	 -0.155
  5.392	 -0.015	 -0.170
  5.396	 -0.040	 -0.240
  5.400	 -0.065	 -0.265
  5.404	 -0.075	 -0.265
  5.408	 -0.115	 -0.270
  5.412	 -0.125	 -0.240
  5.416	 -0.130	 -0.235
  5.420	 -0.140	 -0.250
  5.424	 -0.140	 -0.260
  5.428	 -0.170	 -0.270
  5.432	 -0.160	 -0.260
  5.436	 -0.155	 -0.270
  5.440	 -0.145	 -0.280
  5.444	 -0.135	 -0.305
  5.448	 -0.145	 -0.345
  5.452	 -0.135	 -0.340
  5.456	 -0.125	 -0.345
  5.460	 -0.120	 -0.330
  5.464	 -0.090	 -0.320
  5.468	 -0.060	 -0.345
  5.472	 -0.065	 -0.325
  5.476	 -0.075	 -0.335
  5.480	 -0.080	 -0.345
  5.484	 -0.090	 -0.310
  5.488	 -0.100	 -0.340
  5.492	 -0.100	 -0.335
  5.496	 -0.105	 -0.325
  5.500	 -0.110	 -0.345
  5.504	 -0.095	 -0.335
  5.508	 -0.090	 -0.315
  5.512	 -0.105	 -0.300
  5.516	 -0.105	 -0.295
  5.520	 -0.110	 -0.275
  5.524	 -0.090	 -0.225
  5.528	 -0.105	 -0.205
  5.532	 -0.080	 -0.185
  5.536	 -0.100	 -0.065
  5.540	 -0.110	  0.165
  5.544	 -0.095	  0.425
  5.548	 -0.045	  0.650
  5.552	 -0.040	  0.795
  5.556	 -0.090	  0.850
  5.560	 -0.125	  0.840
  5.564	 -0.145	  0.730
  5.568	 -0.215	  0.500
  5.572	 -0.360	  0.195
  5.576	 -0.605	  0.010
  5.580	 -0.900	  0.095
  5.584	 -1.215	  0.175
  5.588	 -1.410	  0.050
  5.592	 -1.465	 -0.250
  5.596	 -1.405	 -0.535
  5.600	 -1.105	 -0.660
  5.604	 -0.685	 -0.720
  5.608	 -0.355	 -0.670
  5.612	 -0.200	 -0.570
  5.616	 -0.190	 -0.470
  5.620	 -0.210	 -0.445
  5.624	 -0.225	 -0.435
  5.628	 -0.190	 -0.435
  5.632	 -0.175	 -0.455
  5.636	 -0.145	 -0.445
  5.640	 -0.065	 -0.455
  5.644	 -0.025	 -0.455
  5.648	  0.000	 -0.435
  5.652	  0.005	 -0.445
  5.656	  0.015	 -0.445
  5.660	  0.020	 -0.450
  5.664	  0.020	 -0.445
  5.668	  0.005	 -0.460
  5.672	  0.020	 -0.440
  5.676	  0.005	 -0.445
  5.680	  0.005	 -0.440
  5.684	  0.025	 -0.430
  5.688	  0.050	 -0.435
  5.692	  0.000	 -0.430
  5.696	  0.030	 -0.435
  5.700	  0.000	 -0.415
  5.704	  0.025	 -0.425
  5.708	  0.025	 -0.445
  5.712	  0.020	 -0.435
  5.716	  0.000	 -0.430
  5.720	  0.010	 -0.435
  5.724	  0.000	 -0.430
  5.728	  0.010	 -0.460
  5.732	  0.035	 -0.460
  5.736	  0.000	 -0.485
  5.740	  0.000	 -0.470
  5.744	  0.005	 -0.465
  5.748	  0.000	 -0.470
  5.752	  0.000	 -0.475
  5.756	  0.000	 -0.480
  5.760	  0.000	 -0.455
  5.764	  0.000	 -0.470
  5.768	  0.000	 -0.465
  5.772	  0.000	 -0.480
  5.776	  0.000	 -0.475
  5.780	  0.010	 -0.465
  5.784	 -0.005	 -0.465
  5.788	 -0.020	 -0.465
  5.792	 -0.020	 -0.470
  5.796	 -0.005	 -0.485
  5.800	 -0.015	 -0.465
  5.804	 -0.020	 -0.470
  5.808	 -0.025	 -0.440
  5.812	 -0.045	 -0.440
  5.816	 -0.040	 -0.430
  5.820	 -0.035	 -0.415
  5.824	 -0.040	 -0.400
  5.828	 -0.035	 -0.375
  5.832	 -0.045	 -0.355
  5.836	 -0.060	 -0.315
  5.840	 -0.070	 -0.310
  5.844	 -0.060	 -0.290
  5.848	 -0.070	 -0.305
  5.852	 -0.085	 -0.275
  5.856	 -0.100	 -0.260
  5.860	 -0.080	 -0.250
  5.864	 -0.110	 -0.260
  5.868	 -0.120	 -0.250
  5.872	 -0.115	 -0.260
  5.876	 -0.110	 -0.265
  5.880	 -0.100	 -0.255
  5.884	 -0.125	 -0.235
  5.888	 -0.105	 -0.260
  5.892	 -0.100	 -0.265
  5.896	 -0.095	 -0.260
  5.900	 -0.105	 -0.245
  5.904	 -0.100	 -0.255
  5.908	 -0.080	 -0.270
  5.912	 -0.080	 -0.270
  5.916	 -0.105	 -0.275
  5.920	 -0.105	 -0.280
  5.924	 -0.080	 -0.275
  5.928	 -0.095	 -0.285
  5.932	 -0.110	 -0.275
  5.936	 -0.105	 -0.285
  5.940	 -0.095	 -0.265
  5.944	 -0.090	 -0.280
  5.948	 -0.080	 -0.280
  5.952	 -0.085	 -0.280
  5.956	 -0.100	 -0.300
  5.960	 -0.075	 -0.310
  5.964	 -0.085	 -0.285
  5.968	 -0.090	 -0.280
  5.972	 -0.070	 -0.280
  5.976	 -0.055	 -0.290
  5.980	 -0.070	 -0.300
  5.984	 -0.085	 -0.295
  5.988	 -0.045	 -0.290
  5.992	 -0.080	 -0.290
  5.996	 -0.055	 -0.300
  6.000	 -0.060	 -0.295
  6.004	 -0.070	 -0.300
  6.008	 -0.080	 -0.290
  6.012	 -0.070	 -0.290
  6.016	 -0.100	 -0.295
  6.020	 -0.100	 -0.275
  6.024	 -0.095	 -0.295
  6.028	 -0.105	 -0.275
  6.032	 -0.090	 -0.270
  6.036	 -0.080	 -0.260
  6.040	 -0.100	 -0.290
  6.044	 -0.095	 -0.290
  6.048	 -0.095	 -0.295
  6.052	 -0.110	 -0.295
  6.056	 -0.115	 -0.315
  6.060	 -0.100	 -0.295
  6.064	 -0.120	 -0.305
  6.068	 -0.120	 -0.295
  6.072	 -0.130	 -0.290
  6.076	 -0.110	 -0.300
  6.080	 -0.130	 -0.305
  6.084	 -0.150	 -0.305
  6.088	 -0.135	 -0.310
  6.092	 -0.135	 -0.300
  6.096	 -0.120	 -0.295
  6.100	 -0.130	 -0.315
  6.104	 -0.160	 -0.310
  6.108	 -0.120	 -0.310
  6.112	 -0.130	 -0.305
  6.116	 -0.135	 -0.315
  6.120	 -0.140	 -0.330
  6.124	 -0.160	 -0.330
  6.128	 -0.150	 -0.295
  6.132	 -0.120	 -0.305
  6.136	 -0.155	 -0.310
  6.140	 -0.150	 -0.295
  6.144	 -0.150	 -0.320
  6.148	 -0.155	 -0.295
  6.152	 -0.120	 -0.315
  6.156	 -0.155	 -0.325
  6.160	 -0.140	 -0.315
  6.164	 -0.140	 -0.295
  6.168	 -0.185	 -0.310
  6.172	 -0.155	 -0.305
  6.176	 -0.150	 -0.295
  6.180	 -0.140	 -0.245
  6.184	 -0.175	 -0.240
  6.188	 -0.160	 -0.220
  6.192	 -0.155	 -0.175
  6.196	 -0.165	 -0.155
  6.200	 -0.160	 -0.150
  6.204	 -0.120	 -0.150
  6.208	 -0.115	 -0.155
  6.212	 -0.080	 -0.160
  6.216	 -0.060	 -0.170
  6.220	 -0.075	 -0.170
  6.224	 -0.055	 -0.180
  6.228	 -0.050	 -0.130
  6.232	 -0.060	 -0.135
  6.236	 -0.070	 -0.125
  6.240	 -0.080	 -0.135
  6.244	 -0.100	 -0.180
  6.248	 -0.135	 -0.245
  6.252	 -0.120	 -0.275
  6.256	 -0.150	 -0.285
  6.260	 -0.175	 -0.260
  6.264	 -0.180	 -0.265
  6.268	 -0.195	 -0.275
  6.272	 -0.215	 -0.265
  6.276	 -0.210	 -0.275
  6.280	 -0.195	 -0.285
  6.284	 -0.230	 -0.300
  6.288	 -0.225	 -0.315
  6.292	 -0.205	 -0.305
  6.296	 -0.165	 -0.325
  6.300	 -0.180	 -0.360
  6.304	 -0.190	 -0.375
  6.308	 -0.190	 -0.370
  6.312	 -0.155	 -0.375
  6.316	 -0.140	 -0.365
  6.320	 -0.140	 -0.365
  6.324	 -0.120	 -0.360
  6.328	 -0.120	 -0.350
  6.332	 -0.115	 -0.360
  6.336	 -0.120	 -0.365
  6.340	 -0.130	 -0.350
  6.344	 -0.145	 -0.350
  6.348	 -0.135	 -0.360
  6.352	 -0.135	 -0.340
  6.356	 -0.150	 -0.340
  6.360	 -0.135	 -0.365
  6.364	 -0.140	 -0.345
  6.368	 -0.125	 -0.335
  6.372	 -0.125	 -0.310
  6.376	 -0.135	 -0.275
  6.380	 -0.145	 -0.250
  6.384	 -0.140	 -0.240
  6.388	 -0.145	 -0.155
  6.392	 -0.160	  0.020
  6.396	 -0.140	  0.325
  6.400	 -0.110	  0.570
  6.404	 -0.095	  0.755
  6.408	 -0.115	  0.895
  6.412	 -0.150	  0.950
  6.416	 -0.190	  0.915
  6.420	 -0.200	  0.735
  6.424	 -0.285	  0.390
  6.428	 -0.465	  0.075
  6.432	 -0.745	 -0.030
  6.436	 -1.055	  0.065
  6.440	 -1.290	  0.090
  6.444	 -1.450	 -0.110
  6.448	 -1.465	 -0.415
  6.452	 -1.320	 -0.635
  6.456	 -0.980	 -0.750
  6.460	 -0.570	 -0.780
  6.464	 -0.310	 -0.705
  6.468	 -0.210	 -0.625
  6.472	 -0.220	 -0.540
  6.476	 -0.265	 -0.495
  6.480	 -0.260	 -0.490
  6.484	 -0.240	 -0.510
  6.488	 -0.210	 -0.505
  6.492	 -0.155	 -0.495
  6.496	 -0.115	 -0.505
  6.500	 -0.055	 -0.500
  6.504	 -0.035	 -0.495
  6.508	 -0.020	 -0.490
  6.512	 -0.040	 -0.510
  6.516	 -0.040	 -0.490
  6.520	 -0.040	 -0.480
  6.524	 -0.010	 -0.485
  6.528	 -0.015	 -0.470
  6.532	 -0.010	 -0.495
  6.536	  0.000	 -0.480
  6.540	  0.000	 -0.475
  6.544	 -0.015	 -0.460
  6.548	  0.010	 -0.470
  6.552	  0.000	 -0.490
  6.556	  0.000	 -0.485
  6.560	  0.000	 -0.485
  6.564	 -0.020	 -0.495
  6.568	 -0.010	 -0.490
  6.572	 -0.010	 -0.490
  6.576	 -0.010	 -0.490
  6.580	 -0.005	 -0.485
  6.584	  0.000	 -0.490
  6.588	  0.005	 -0.490
  6.592	 -0.005	 -0.485
  6.596	  0.005	 -0.490
  6.600	  0.010	 -0.515
  6.604	  0.000	 -0.505
  6.608	  0.005	 -0.495
  6.612	  0.005	 -0.505
  6.616	  0.000	 -0.495
  6.620	  0.005	 -0.500
  6.624	  0.020	 -0.515
  6.628	  0.000	 -0.530
  6.632	  0.005	 -0.515
  6.636	  0.015	 -0.500
  6.640	  0.010	 -0.510
  6.644	 -0.005	 -0.515
  6.648	 -0.005	 -0.515
  6.652	  0.000	 -0.510
  6.656	 -0.010	 -0.485
  6.660	  0.000	 -0.480
  6.664	  0.005	 -0.480
  6.668	  0.000	 -0.440
  6.672	  0.000	 -0.450
  6.676	  0.000	 -0.440
  6.680	 -0.015	 -0.415
  6.684	 -0.030	 -0.400
  6.688	 -0.035	 -0.390
  6.692	 -0.045	 -0.360
  6.696	 -0.040	 -0.355
  6.700	 -0.030	 -0.325
  6.704	 -0.055	 -0.315
  6.708	 -0.055	 -0.315
  6.712	 -0.055	 -0.325
  6.716	 -0.045	 -0.310
  6.720	 -0.045	 -0.305
  6.724	 -0.045	 -0.305
  6.728	 -0.075	 -0.290
  6.732	 -0.065	 -0.285
  6.736	 -0.065	 -0.295
  6.740	 -0.060	 -0.280
  6.744	 -0.070	 -0.280
  6.748	 -0.055	 -0.285
  6.752	 -0.060	 -0.275
  6.756	 -0.040	 -0.285
  6.760	 -0.050	 -0.260
  6.764	 -0.055	 -0.295
  6.768	 -0.060	 -0.290
  6.772	 -0.045	 -0.290
  6.776	 -0.025	 -0.290
  6.780	 -0.035	 -0.290
  6.784	 -0.025	 -0.300
  6.788	 -0.045	 -0.300
  6.792	 -0.040	 -0.280
  6.796	 -0.035	 -0.315
  6.800	 -0.045	 -0.295
  6.804	 -0.015	 -0.305
  6.808	 -0.040	 -0.310
  6.812	 -0.040	 -0.300
  6.816	 -0.035	 -0.305
  6.820	 -0.020	 -0.320
  6.824	 -0.015	 -0.310
  6.828	 -0.025	 -0.310
